area,bbox,category_id,id,image_id
0.014,"[0.08966275533040365, 0.7522936948795909, 0.2982931518554688, 0.04655346427996132]",1,1934,904
0.024,"[0.4147852422907489, 0.603283343802345, 0.4012682406387665, 0.05928732202680065]",1,1935,905
0.032,"[0.43226145426432294, 0.47367741806702046, 0.38608978271484373, 0.08315959426591979]",1,1936,906
0.023,"[0.459124501546224, 0.4049611601439662, 0.3272328694661458, 0.07014367445459901]",1,1937,906
0.023,"[0.46253077189127606, 0.3530426217325079, 0.34198954264322917, 0.06699625651041663]",1,1938,906
0.009,"[0.14660786946614585, 0.7943411581171383, 0.14667526245117185, 0.06375340875589619]",1,1939,907
0.014,"[0.5015074666341146, 0.3193555615611912, 0.20939707438151034, 0.06680392235824739]",1,1940,908
0.021,"[0.13647248641304346, 0.7152559673366834, 0.27370074728260874, 0.07759500628140703]",1,1947,911
0.013,"[0.12710656217387523, 0.8060382536087913, 0.33171475044208026, 0.040632138307067134]",1,1948,912
0.014,"[0.1819921150278293, 0.8481595269564924, 0.29070286228838127, 0.04944733367569143]",1,1949,912
0.031,"[0.38587862650553384, 0.5527827300443734, 0.2959978993733724, 0.10620493325375235]",1,1950,913
0.008,"[0.1639562263559543, 0.8021338451867817, 0.2576748594945791, 0.02913411458333326]",1,1951,914
0.008,"[0.1689085102258233, 0.8357935061399964, 0.2949568654699095, 0.02626055136494254]",1,1952,914
0.01,"[0.21690439425947936, 0.8623888739224138, 0.28034653247840324, 0.0340449892241379]",1,1953,914
0.045,"[0.4503626767886855, 0.6182790265200517, 0.421290037437604, 0.10779835058214748]",1,1954,915
0.014,"[0.14045048337597216, 0.7934643715140887, 0.34139258316474713, 0.042234187151999336]",1,1955,916
0.012,"[0.14963059891948838, 0.8321964970341436, 0.30809447076838453, 0.039851774992766154]",1,1956,916
0.01,"[0.18968888967873657, 0.8639447247540509, 0.2672761539286247, 0.03787400987413192]",1,1957,916
0.013,"[0.16926600185528756, 0.7986560689991918, 0.31546898100504406, 0.041820043805001816]",1,1958,917
0.007,"[0.1533801020408163, 0.8456545424187321, 0.2895601799846359, 0.025890131106321768]",1,1959,917
0.024,"[0.4248898315429688, 0.5658623422718911, 0.2989659627278646, 0.08147688023023125]",1,1963,919
0.032,"[0.5001774088541666, 0.5801544774081059, 0.3452764892578125, 0.09176526611639924]",1,1964,920
0.004,"[0.39894011004514673, 0.8818580933682374, 0.06875617240406318, 0.05097553992146597]",2,1965,921
0.002,"[0.5615212330699775, 0.8869778032286213, 0.05288427624153491, 0.04088950698080274]",2,1966,921
0.006,"[0.1851412598758465, 0.7179898832897034, 0.15941556151241532, 0.037361611038394416]",1,1967,922
0.014,"[0.5533560242663657, 0.7098808355148342, 0.294860150959368, 0.045893324607329866]",1,1968,922
0.004,"[0.5798135933972912, 0.7973999236474695, 0.12479278357787804, 0.03518011016579403]",4,1969,922
0.003,"[0.15510369638826185, 0.8004199389179756, 0.12618598335214445, 0.02753122273123909]",4,1970,922
0.004,"[0.16920321151365375, 0.8163669630028736, 0.21092781817094736, 0.019624819700745255]",1,1972,924
0.005,"[0.16657003710575138, 0.8470632618871229, 0.23954713499391236, 0.019419001436781547]",1,1973,924
0.012,"[0.2219750115955473, 0.8656534655340786, 0.35087401437847865, 0.03414417135304426]",1,1974,924
0.011,"[0.10747962252018838, 0.7856173357141958, 0.3364853232224816, 0.03396001008013794]",1,1975,925
0.009,"[0.13897069903652062, 0.8217927155671296, 0.3047629908511513, 0.030928322120949092]",1,1976,925
0.01,"[0.18329280871523623, 0.8455053258825231, 0.2580621892755682, 0.03932766384548614]",1,1977,925
0.039,"[0.16181034088134766, 0.46924114472455414, 0.39659338633219404, 0.09709979452020401]",1,1978,926
0.021,"[0.5280574544270833, 0.518235939733561, 0.2262383015950521, 0.09066326524281287]",1,1979,927
0.011,"[0.14570477928211104, 0.8038277511961722, 0.3296540385837422, 0.03360960041015315]",1,1981,929
0.008,"[0.1609144334669237, 0.8388158863988416, 0.245199001786439, 0.03451897632116552]",1,1982,929
0.008,"[0.21397419718952923, 0.8709390574488146, 0.2506486259276438, 0.03321540218660202]",1,1983,929
0.009,"[0.1285897208970819, 0.795895606884058, 0.28322061104071716, 0.03109368709742344]",1,1984,930
0.016,"[0.1223927183014354, 0.8205367476851851, 0.3323676734449761, 0.04850260416666674]",1,1985,930
0.016,"[0.42994532267252605, 0.6166529241597878, 0.22383443196614583, 0.06998928238011004]",1,1986,931
0.016,"[0.15669341216216215, 0.8077827325746334, 0.3456386806728604, 0.04559837639664799]",1,1987,932
0.006,"[0.15170095632742117, 0.8565853694297748, 0.2226046725436374, 0.0276983676675977]",1,1988,932
0.036,"[0.2894982255953583, 0.6557377049180327, 0.32050638242153584, 0.11229933575839302]",1,1989,933
0.028,"[0.15706705475884103, 0.8415300546448088, 0.36971355765076636, 0.07650273224043724]",1,1990,933
0.013,"[0.14953724254261364, 0.7721488241339399, 0.2379177629455062, 0.05310269059806039]",1,1991,933
0.002,"[0.7279774058948864, 0.9027973433259499, 0.06436222801523761, 0.03728795934606488]",2,1992,933
0.003,"[0.8004109027957128, 0.8995460325121727, 0.07227077011234506, 0.04835878569504315]",2,1993,933
0.009,"[0.17429127976246764, 0.808695652173913, 0.29339032093348716, 0.03155058585887183]",1,1994,934
0.009,"[0.18510320198022578, 0.8445378056278935, 0.2889854759690864, 0.03241012008101851]",1,1995,934
0.011,"[0.17986512502034505, 0.7836432413789618, 0.25957609812418625, 0.043270056799806]",1,1999,936
0.01,"[0.15706530732585025, 0.8225605152271412, 0.31493973106074735, 0.031142510308159732]",1,2000,936
0.011,"[0.2387846807875895, 0.8433367693865741, 0.2729063921725835, 0.040120668764467626]",1,2001,936
0.025,"[0.09699910481770833, 0.8288555341897551, 0.2877639770507812, 0.08792397410599229]",1,2002,937
0.019,"[0.11625887552897135, 0.6767720487928882, 0.30158782958984376, 0.06409257711823457]",1,2003,937
0.013,"[0.11162606557210286, 0.7700320371647471, 0.30486014048258464, 0.04390551380275454]",1,2004,937
0.004,"[0.596121966704289, 0.1103157722513089, 0.11803400112866813, 0.03431773560209425]",4,2005,937
0.004,"[0.2835161540632054, 0.48994805301047123, 0.08201361455981943, 0.048391824825479934]",3,2006,937
0.004,"[0.4180833803611738, 0.4878585842059337, 0.08396233069977427, 0.04717836496509592]",3,2007,937
0.003,"[0.5464208874153499, 0.49046615946771377, 0.07458468538374718, 0.045252508726003504]",3,2008,937
0.007,"[0.13720251040825207, 0.8015873015873015, 0.2786775177842026, 0.02686249263702878]",1,2009,938
0.012,"[0.16246448863636365, 0.8258584481698495, 0.34487769021942283, 0.034309895833333326]",1,2010,938
0.01,"[0.22135728169856458, 0.8602406819661458, 0.30960302033492826, 0.031127025462962976]",1,2011,938
0.024,"[0.6169573465983073, 0.12602536891132862, 0.31450790405273443, 0.0748300194586079]",1,2012,939
0.009,"[0.2783512115478516, 0.1207136324429728, 0.21095695495605465, 0.044103684123089834]",1,2013,939
0.027,"[0.10871747334798178, 0.715881583921371, 0.35432441711425783, 0.0757280115927419]",1,2014,940
0.006,"[0.5812040975271178, 0.9030515441517558, 0.17778300135588843, 0.036042098690736046]",4,2015,940
0.015,"[0.5563518778483073, 0.7228805443548387, 0.25820078531901036, 0.05991714969758066]",1,2016,940
0.019,"[0.09199644453824016, 0.8670672225464958, 0.4309610798575888, 0.04303899889248086]",1,2017,940
0.01,"[0.13340626818956128, 0.8097192673456102, 0.3002547691542907, 0.03196529004939641]",1,2018,941
0.009,"[0.1457577938098086, 0.8404691342954282, 0.30850628574499106, 0.030055632414641154]",1,2019,941
0.009,"[0.20844141033847938, 0.8670545789930556, 0.2337810753635242, 0.036406566478587865]",1,2020,941
0.035,"[0.016850789626195788, 0.7196149217809867, 0.45414752817918724, 0.07701564380264747]",1,2021,942
0.009,"[0.0588798713684082, 0.8334136372227823, 0.1746087964375814, 0.05076093119959679]",1,2022,943
0.009,"[0.17449031264017645, 0.790829015661169, 0.31736346523157144, 0.027366468641493058]",1,2024,945
0.013,"[0.19345070870869469, 0.8273627387152778, 0.33032671914716655, 0.039466349283854174]",1,2025,945
0.017,"[0.5660800170898438, 0.6640562181097125, 0.238812764485677, 0.07258592385046059]",1,2026,946
0.017,"[0.1280956268310547, 0.811304010980959, 0.31711443583170573, 0.052351266878234104]",1,2027,947
0.013,"[0.17253910064697264, 0.8656679377981484, 0.29851192474365235, 0.04439269308902005]",1,2028,947
0.006,"[0.7242731773177318, 0.875175820105272, 0.06922335959181858, 0.09283819628647227]",2,2029,948
0.013,"[0.7725824035040223, 0.8696621131166188, 0.12596679284627676, 0.0998231929228528]",2,2030,948
0.014,"[0.15192271090357326, 0.7746138322372559, 0.31414685282063426, 0.04515816754573021]",1,2031,949
0.014,"[0.1569270813864384, 0.8132729989510995, 0.2761402038866253, 0.0502218740957755]",1,2032,949
0.011,"[0.14813894239731562, 0.8095238095238094, 0.3472569917851754, 0.03212280273437507]",1,2033,950
0.011,"[0.17561303827751196, 0.8373891194661458, 0.3140419407894737, 0.03355520742910878]",1,2034,950
0.011,"[0.2168187045594722, 0.8688223379629629, 0.2979652368280876, 0.036788714373553244]",1,2035,950
0.021,"[0.44731409708658854, 0.7446704353253866, 0.3108540852864583, 0.06625602171593103]",1,2036,951
0.003,"[0.7055744903766556, 0.9194716335408685, 0.0653763322640728, 0.05328688737228604]",2,2037,952
0.003,"[0.8844681291390728, 0.9339018099457216, 0.05932940552566235, 0.04382682790549175]",2,2038,952
0.012,"[0.13521406822842233, 0.7976190476190477, 0.3251102964021625, 0.03597252255394345]",1,2041,954
0.009,"[0.17201211007588219, 0.8349681712962963, 0.28808754368832235, 0.03090526439525465]",1,2042,954
0.01,"[0.21472226375598086, 0.8703896981698496, 0.30441035950583134, 0.03379143608940971]",1,2043,954
0.021,"[0.5299538167317709, 0.6710936414241185, 0.24911926269531248, 0.08361847427930424]",1,2044,955
0.012,"[0.1441407124011784, 0.7845800329137731, 0.2699800550510889, 0.04315242060908575]",1,2045,956
0.011,"[0.15628044474380967, 0.821021412037037, 0.25899015804463754, 0.04092362015335649]",1,2046,956
0.008,"[0.14079281026252982, 0.7961830421730324, 0.2475636921520734, 0.03296915690104174]",1,2047,957
0.007,"[0.1409948526532667, 0.8327811912254051, 0.29489543614353375, 0.023760647243923683]",1,2048,957
0.009,"[0.161915565970487, 0.8077179406556347, 0.3129669693427681, 0.02848753306834617]",1,2049,958
0.008,"[0.17812051578443877, 0.8464277420920887, 0.3252081083676368, 0.023730749371408066]",1,2050,958
0.006,"[0.2253695401278409, 0.8691586900031429, 0.22236670103055425, 0.027422148605872887]",1,2051,958
0.018,"[0.8637095851617048, 0.6299827067057292, 0.11427864684348332, 0.1552293904622396]",1,2052,959
0.031,"[0.7898060788390457, 0.6180614217122395, 0.1450337821620583, 0.21645812988281254]",1,2053,960
0.009,"[0.7018613187190005, 0.848816029143898, 0.11826293069990446, 0.08014571948998173]",2,2054,961
0.005,"[0.8410731291967976, 0.8639398528546057, 0.07761704626162191, 0.06479665237368293]",2,2055,961
0.002,"[0.45131644256844006, 0.1907263666886175, 0.08224774825671488, 0.018679174274624843]",3,2056,961
0.008,"[0.13340195919454428, 0.7964877424568966, 0.2435982727164019, 0.031839304956896575]",1,2057,962
0.008,"[0.13430304872304036, 0.8263514727011494, 0.22187592854968693, 0.03780531609195403]",1,2058,962
0.011,"[0.17483429917599141, 0.7841067259339081, 0.3460546716467127, 0.03175511853448276]",1,2059,963
0.006,"[0.17143535437079663, 0.8219681663074713, 0.24883801065703268, 0.023998742816091934]",1,2060,963
0.008,"[0.22470239982534207, 0.8495139637212644, 0.23734154639306004, 0.032054506499191726]",1,2061,963
0.024,"[0.13017959465195247, 0.6562853735446313, 0.35826745543293714, 0.06604240782664939]",1,2062,964
0.015,"[0.17900774637858072, 0.4298163783844034, 0.2255144755045573, 0.06749372074112353]",1,2063,965
0.01,"[0.1661887117897321, 0.7962237322771991, 0.25707963764963976, 0.03768115942028982]",1,2064,966
0.008,"[0.17100691027117992, 0.8318008840563985, 0.27552083718095177, 0.028653956611375264]",1,2065,966
0.009,"[0.2340651516709031, 0.8551244665075232, 0.25797822943144433, 0.03383845576533562]",1,2066,966
0.046,"[0.39982264200846357, 0.3735364997911753, 0.4724338277180989, 0.09633673901827833]",1,2067,967
0.015,"[0.12213022968113496, 0.7912341082537616, 0.33970862433863824, 0.043837005507263105]",1,2068,968
0.006,"[0.1408309754437649, 0.8344758210358796, 0.1794559597115528, 0.03401489257812507]",1,2069,968
0.009,"[0.1967927117905355, 0.8615625452112269, 0.2256978110083532, 0.03873652705439812]",1,2070,968
0.012,"[0.1554412471848361, 0.7812052408854167, 0.31813520270676077, 0.03841567477166363]",1,2071,969
0.011,"[0.14715123518802334, 0.817169189453125, 0.3668079284960003, 0.03054346155237264]",1,2072,969
0.009,"[0.19952808726917615, 0.8476878978587963, 0.2972023703835227, 0.03159654405381951]",1,2073,969
0.081,"[0.54214829978832, 0.7848101265822784, 0.39942288571434936, 0.2028217465226977]",1,2076,971
0.011,"[0.1442819835387743, 0.7957198443579766, 0.33438324563378097, 0.03164612291388014]",1,2077,972
0.012,"[0.16856420781623804, 0.8228353994864005, 0.297189666894064, 0.03963227448640039]",1,2078,972
0.01,"[0.2191039454994019, 0.8575156882957176, 0.268270538184061, 0.03729361074942128]",1,2079,972
0.039,"[0.46149312337239584, 0.7769215629700034, 0.40062550862630203, 0.096606412673379]",1,2080,973
0.01,"[0.16587714455633032, 0.7969892713758681, 0.28470407578268686, 0.03606443051938657]",1,2081,974
0.01,"[0.16642947208954198, 0.843230296947338, 0.36004857726412465, 0.02871869712252162]",1,2082,974
0.008,"[0.2249194423547772, 0.872217701099537, 0.2469311581844348, 0.030533741138599524]",1,2083,974
0.001,"[0.41779574968956956, 0.8735183189655172, 0.04092993325745031, 0.03359973659003834]",2,2084,975
0.003,"[0.5550480520488411, 0.8668831816730523, 0.06977409716473504, 0.03909991618773945]",2,2085,975
0.01,"[0.17437528988868276, 0.7968095801342493, 0.2792135320037106, 0.03441909263873921]",1,2086,976
0.008,"[0.17746022636682515, 0.8306768132352281, 0.2699684610172194, 0.03136409014120867]",1,2087,976
0.008,"[0.2291884271908337, 0.8577231045426994, 0.2042628696986607, 0.03684374929844647]",1,2088,976
0.012,"[0.4765022714757709, 0.45816975502512564, 0.14463449889867847, 0.08559725711892802]",1,2089,977
0.018,"[0.15384406031305214, 0.77674723397923, 0.3243170172394177, 0.056702725409884525]",1,2092,979
0.011,"[0.1666731967112129, 0.8354303644991469, 0.28945826599460805, 0.0374860215461118]",1,2093,979
0.009,"[0.15064117504474941, 0.7935411241319444, 0.2666450445862545, 0.032705575448495394]",1,2094,980
0.01,"[0.14787419940520585, 0.8286957917390047, 0.2745474221313768, 0.03618186668113421]",1,2095,980
0.01,"[0.1972122374468601, 0.863868091724537, 0.3301522703330101, 0.031248191550925952]",1,2096,980
0.013,"[0.13652816914726632, 0.7884057971014493, 0.3295799729926735, 0.040265059663093794]",1,2097,981
0.011,"[0.16177923029119318, 0.8282692238136574, 0.3554634203751122, 0.030505258065682828]",1,2098,981
0.007,"[0.2163553192284689, 0.8593325014467592, 0.23658533415725924, 0.03094606752748852]",1,2099,981
0.012,"[0.14524273313538968, 0.808695652173913, 0.34401510429717796, 0.03474271961648301]",1,2104,983
0.012,"[0.1734475313761588, 0.8457291214554398, 0.3169180400063547, 0.036885805483217626]",1,2105,983
0.006,"[0.0838336192109777, 0.7698142383570504, 0.14154293524871356, 0.03901196636481241]",1,2106,984
0.011,"[0.1379805964786202, 0.8, 0.32270164377924687, 0.03554127765354509]",1,2107,985
0.012,"[0.16781769528913726, 0.8318522135416667, 0.2995235315350254, 0.038620334201388884]",1,2108,985
0.022,"[0.6192921605603449, 0.7524602177554439, 0.17821423760775856, 0.1212507851758794]",1,2109,986
0.018,"[0.1390762665198238, 0.32092755443886095, 0.2519961453744493, 0.07217074958123953]",1,2110,987
0.012,"[0.14117939476791155, 0.8045371726707176, 0.31560462359532293, 0.039211470992476904]",1,2113,989
0.009,"[0.1702001106225703, 0.8420482494212963, 0.3288639196368496, 0.028400788483796235]",1,2114,989
0.131,"[0.5242644279233871, 0.4358810276661104, 0.31361850472383723, 0.41728373407160196]",1,2115,990
0.031,"[0.44513020833333333, 0.5627944409547738, 0.27962673611111116, 0.10936845686767172]",1,2116,991
0.015,"[0.11914342244466146, 0.7411396641885081, 0.2998937479654948, 0.050042685231854844]",1,2117,992
0.013,"[0.11623036702473959, 0.794711441532258, 0.28741561889648437, 0.046136435231854844]",1,2118,992
0.005,"[0.7384223335214447, 0.04617282940663176, 0.15002909847629797, 0.031226139834205933]",4,2119,992
0.02,"[0.09684942861173815, 0.8402664157940664, 0.3531893693566591, 0.05626567953752182]",4,2120,992
0.027,"[0.4803795878092448, 0.723883700340494, 0.2888778686523437, 0.09205311408036843]",1,2121,993
0.011,"[0.7699641927083334, 0.42111620969663277, 0.1628136189778645, 0.0665197117961801]",1,2122,993
0.015,"[0.7583511762792715, 0.6199695469034608, 0.11248509323503897, 0.13414304417122036]",1,2123,994
0.003,"[0.07308126410835214, 0.9070919229930192, 0.06935136851015802, 0.03925678992146597]",2,2125,996
0.002,"[0.09223335214446952, 0.9440683627835951, 0.05019928047404064, 0.04489460623909258]",2,2126,996
0.025,"[0.06849786122639974, 0.8159575825352823, 0.3044665654500326, 0.08185798891129026]",1,2127,997
0.01,"[0.07732324600219727, 0.7614979996219758, 0.20818995793660483, 0.04696005544354831]",1,2128,997
0.016,"[0.13190324147542318, 0.6764505890877016, 0.2951815668741862, 0.05500378024193553]",1,2129,997
0.001,"[0.11999572249483471, 0.359444219947318, 0.08332400991896953, 0.017557468146352173]",3,2130,997
0.001,"[0.40507530023243804, 0.48905872720106963, 0.08202010225658574, 0.015694765600055838]",3,2131,997
0.01,"[0.23316446940104166, 0.6928584929435484, 0.20629511515299478, 0.04703156502016126]",1,2132,998
0.004,"[0.6258729542889391, 0.06195462478184991, 0.12631824915349887, 0.03471994982547993]",4,2133,998
0.011,"[0.09207904204288939, 0.7650319044502618, 0.20828336625282165, 0.05118346422338571]",4,2134,998
0.026,"[0.07649813064334086, 0.82649910013089, 0.32354860327313767, 0.0811450152705061]",4,2135,998
0.031,"[0.5350802775526742, 0.3235112791073739, 0.28315564222042144, 0.10891514391979301]",1,2136,999
0.025,"[0.5388137817382812, 0.7778980265635761, 0.3474229939778646, 0.07293633915504483]",1,2137,1000
